Date,Cases,Cumulative_cases,Country
2022/7/18,3,6,Croatia
2022/7/19,0,6,Croatia
2022/7/20,0,6,Croatia
2022/7/21,1,7,Croatia
2022/7/22,0,7,Croatia
2022/7/23,0,7,Croatia
2022/7/24,0,7,Croatia
2022/7/25,3,10,Croatia
2022/7/26,0,10,Croatia
2022/7/27,0,10,Croatia
2022/7/28,0,10,Croatia
2022/7/29,0,10,Croatia
2022/7/30,0,10,Croatia
2022/7/31,0,10,Croatia
2022/8/1,2,12,Croatia
2022/8/2,0,12,Croatia
2022/8/3,0,12,Croatia
2022/8/4,0,12,Croatia
2022/8/5,0,12,Croatia
2022/8/6,0,12,Croatia
2022/8/7,0,12,Croatia
2022/8/8,0,12,Croatia
2022/8/9,0,12,Croatia
2022/8/10,0,12,Croatia
2022/8/11,0,12,Croatia
2022/8/12,0,12,Croatia
2022/8/13,0,12,Croatia
2022/8/14,0,12,Croatia
2022/8/15,0,12,Croatia
2022/8/16,0,12,Croatia
2022/8/17,5,17,Croatia
2022/8/18,5,22,Croatia
2022/8/19,0,22,Croatia
2022/8/20,0,22,Croatia
2022/8/21,0,22,Croatia
2022/8/22,0,22,Croatia
2022/8/23,0,22,Croatia
2022/8/24,3,25,Croatia
2022/8/25,0,25,Croatia
2022/8/26,1,26,Croatia
2022/8/27,0,26,Croatia
2022/8/28,0,26,Croatia
2022/8/29,0,26,Croatia
2022/8/30,0,26,Croatia
2022/8/31,0,26,Croatia
2022/9/1,0,26,Croatia
2022/9/2,0,26,Croatia
2022/9/3,0,26,Croatia
2022/9/4,0,26,Croatia
2022/9/5,1,27,Croatia
2022/9/6,0,27,Croatia
2022/9/7,0,27,Croatia
2022/9/8,0,27,Croatia
2022/8/20,1,1,Cuba
2022/8/21,0,1,Cuba
2022/8/22,0,1,Cuba
2022/8/23,0,1,Cuba
2022/8/24,0,1,Cuba
2022/8/25,0,1,Cuba
2022/8/26,0,1,Cuba
2022/8/27,0,1,Cuba
2022/8/28,0,1,Cuba
2022/8/29,0,1,Cuba
2022/8/30,0,1,Cuba
2022/8/31,1,2,Cuba
2022/9/1,0,2,Cuba
2022/9/2,0,2,Cuba
2022/9/3,0,2,Cuba
2022/9/4,0,2,Cuba
2022/9/5,0,2,Cuba
2022/9/6,0,2,Cuba
2022/9/7,0,2,Cuba
2022/9/8,0,2,Cuba
2022/8/15,1,1,Curaçao
2022/8/16,0,1,Curaçao
2022/8/17,0,1,Curaçao
2022/8/18,0,1,Curaçao
2022/8/19,0,1,Curaçao
2022/8/20,0,1,Curaçao
2022/8/21,0,1,Curaçao
2022/8/22,0,1,Curaçao
2022/8/23,0,1,Curaçao
2022/8/24,0,1,Curaçao
2022/8/25,0,1,Curaçao
2022/8/26,0,1,Curaçao
2022/8/27,0,1,Curaçao
2022/8/28,0,1,Curaçao
2022/8/29,0,1,Curaçao
2022/8/30,0,1,Curaçao
2022/8/31,0,1,Curaçao
2022/9/1,0,1,Curaçao
2022/9/2,0,1,Curaçao
2022/9/3,0,1,Curaçao
2022/9/4,0,1,Curaçao
2022/9/5,0,1,Curaçao
2022/9/6,0,1,Curaçao
2022/9/7,0,1,Curaçao
2022/9/8,0,1,Curaçao
2022/8/2,1,1,Cyprus
2022/8/3,0,1,Cyprus
2022/8/4,0,1,Cyprus
2022/8/5,0,1,Cyprus
2022/8/6,2,3,Cyprus
2022/8/7,0,3,Cyprus
2022/8/8,0,3,Cyprus
2022/8/9,0,3,Cyprus
2022/8/10,0,3,Cyprus
2022/8/11,0,3,Cyprus
2022/8/12,0,3,Cyprus
2022/8/13,0,3,Cyprus
2022/8/14,0,3,Cyprus
2022/8/15,0,3,Cyprus
2022/8/16,0,3,Cyprus
2022/8/17,0,3,Cyprus
2022/8/18,1,4,Cyprus
2022/8/19,0,4,Cyprus
2022/8/20,0,4,Cyprus
2022/8/21,0,4,Cyprus
2022/8/22,0,4,Cyprus
2022/8/23,0,4,Cyprus
2022/8/24,0,4,Cyprus
2022/8/25,0,4,Cyprus
2022/8/26,0,4,Cyprus
2022/8/27,0,4,Cyprus
2022/8/28,0,4,Cyprus
2022/8/29,1,5,Cyprus
2022/8/30,0,5,Cyprus
2022/8/31,0,5,Cyprus
2022/9/1,0,5,Cyprus
2022/9/2,0,5,Cyprus
2022/9/3,0,5,Cyprus
2022/9/4,0,5,Cyprus
2022/9/5,0,5,Cyprus
2022/9/6,0,5,Cyprus
2022/9/7,0,5,Cyprus
2022/9/8,0,5,Cyprus
2022/5/24,1,1,Czech Republic
2022/5/25,0,1,Czech Republic
2022/5/26,4,5,Czech Republic
2022/5/27,0,5,Czech Republic
2022/5/28,0,5,Czech Republic
2022/5/29,0,5,Czech Republic
2022/5/30,0,5,Czech Republic
2022/5/31,0,5,Czech Republic
2022/6/1,0,5,Czech Republic
2022/6/2,1,6,Czech Republic
2022/6/3,0,6,Czech Republic
2022/6/4,0,6,Czech Republic
2022/6/5,0,6,Czech Republic
2022/6/6,0,6,Czech Republic
2022/6/7,0,6,Czech Republic
2022/6/8,0,6,Czech Republic
2022/6/9,0,6,Czech Republic
2022/6/10,0,6,Czech Republic
2022/6/11,0,6,Czech Republic
2022/6/12,0,6,Czech Republic
2022/6/13,0,6,Czech Republic
2022/6/14,0,6,Czech Republic
2022/6/15,0,6,Czech Republic
2022/6/16,0,6,Czech Republic
2022/6/17,0,6,Czech Republic
2022/6/18,0,6,Czech Republic
2022/6/19,0,6,Czech Republic
2022/6/20,0,6,Czech Republic
2022/6/21,0,6,Czech Republic
2022/6/22,1,7,Czech Republic
2022/6/23,0,7,Czech Republic
2022/6/24,0,7,Czech Republic
2022/6/25,0,7,Czech Republic
2022/6/26,0,7,Czech Republic
2022/6/27,0,7,Czech Republic
2022/6/28,1,8,Czech Republic
2022/6/29,0,8,Czech Republic
2022/6/30,0,8,Czech Republic
2022/7/1,0,8,Czech Republic
2022/7/2,0,8,Czech Republic
2022/7/3,0,8,Czech Republic
2022/7/4,1,9,Czech Republic
2022/7/5,0,9,Czech Republic
2022/7/6,0,9,Czech Republic
2022/7/7,1,10,Czech Republic
2022/7/8,1,11,Czech Republic
2022/7/9,0,11,Czech Republic
2022/7/10,0,11,Czech Republic
2022/7/11,0,11,Czech Republic
2022/7/12,0,11,Czech Republic
2022/7/13,1,12,Czech Republic
2022/7/14,0,12,Czech Republic
2022/7/15,0,12,Czech Republic
2022/7/16,0,12,Czech Republic
2022/7/17,0,12,Czech Republic
2022/7/18,0,12,Czech Republic
2022/7/19,0,12,Czech Republic
2022/7/20,0,12,Czech Republic
2022/7/21,2,14,Czech Republic
2022/7/22,2,16,Czech Republic
2022/7/23,0,16,Czech Republic
2022/7/24,0,16,Czech Republic
2022/7/25,0,16,Czech Republic
2022/7/26,0,16,Czech Republic
2022/7/27,0,16,Czech Republic
2022/7/28,4,20,Czech Republic
2022/7/29,0,20,Czech Republic
2022/7/30,0,20,Czech Republic
2022/7/31,0,20,Czech Republic
2022/8/1,0,20,Czech Republic
2022/8/2,2,22,Czech Republic
2022/8/3,3,25,Czech Republic
2022/8/4,0,25,Czech Republic
2022/8/5,2,27,Czech Republic
2022/8/6,0,27,Czech Republic
2022/8/7,0,27,Czech Republic
2022/8/8,1,28,Czech Republic
2022/8/9,1,29,Czech Republic
2022/8/10,0,29,Czech Republic
2022/8/11,0,29,Czech Republic
2022/8/12,6,35,Czech Republic
2022/8/13,0,35,Czech Republic
2022/8/14,0,35,Czech Republic
2022/8/15,0,35,Czech Republic
2022/8/16,0,35,Czech Republic
2022/8/17,1,36,Czech Republic
2022/8/18,3,39,Czech Republic
2022/8/19,0,39,Czech Republic
2022/8/20,0,39,Czech Republic
2022/8/21,0,39,Czech Republic
2022/8/22,0,39,Czech Republic
2022/8/23,2,41,Czech Republic
2022/8/24,0,41,Czech Republic
2022/8/25,0,41,Czech Republic
2022/8/26,5,46,Czech Republic
2022/8/27,0,46,Czech Republic
2022/8/28,0,46,Czech Republic
2022/8/29,0,46,Czech Republic
2022/8/30,2,48,Czech Republic
2022/8/31,0,48,Czech Republic
2022/9/1,0,48,Czech Republic
2022/9/2,0,48,Czech Republic
2022/9/3,0,48,Czech Republic
2022/9/4,0,48,Czech Republic
2022/9/5,5,53,Czech Republic
2022/9/6,0,53,Czech Republic
2022/9/7,5,58,Czech Republic
2022/9/8,0,58,Czech Republic
2022/5/8,10,10,Democratic Republic Of The Congo
2022/5/9,0,10,Democratic Republic Of The Congo
2022/5/10,0,10,Democratic Republic Of The Congo
2022/5/11,0,10,Democratic Republic Of The Congo
2022/5/12,0,10,Democratic Republic Of The Congo
2022/5/13,0,10,Democratic Republic Of The Congo
2022/5/14,0,10,Democratic Republic Of The Congo
2022/5/15,0,10,Democratic Republic Of The Congo
2022/5/16,0,10,Democratic Republic Of The Congo
2022/5/17,0,10,Democratic Republic Of The Congo
2022/5/18,0,10,Democratic Republic Of The Congo
2022/5/19,0,10,Democratic Republic Of The Congo
2022/5/20,0,10,Democratic Republic Of The Congo
2022/5/21,0,10,Democratic Republic Of The Congo
2022/5/22,0,10,Democratic Republic Of The Congo
2022/5/23,0,10,Democratic Republic Of The Congo
2022/5/24,0,10,Democratic Republic Of The Congo
2022/5/25,0,10,Democratic Republic Of The Congo
2022/5/26,0,10,Democratic Republic Of The Congo
2022/5/27,0,10,Democratic Republic Of The Congo
2022/5/28,0,10,Democratic Republic Of The Congo
2022/5/29,0,10,Democratic Republic Of The Congo
2022/5/30,0,10,Democratic Republic Of The Congo
2022/5/31,0,10,Democratic Republic Of The Congo
2022/6/1,0,10,Democratic Republic Of The Congo
2022/6/2,0,10,Democratic Republic Of The Congo
2022/6/3,0,10,Democratic Republic Of The Congo
2022/6/4,0,10,Democratic Republic Of The Congo
2022/6/5,97,107,Democratic Republic Of The Congo
2022/6/6,0,107,Democratic Republic Of The Congo
2022/6/7,0,107,Democratic Republic Of The Congo
2022/6/8,0,107,Democratic Republic Of The Congo
2022/6/9,0,107,Democratic Republic Of The Congo
2022/6/10,0,107,Democratic Republic Of The Congo
2022/6/11,0,107,Democratic Republic Of The Congo
2022/6/12,0,107,Democratic Republic Of The Congo
2022/6/13,0,107,Democratic Republic Of The Congo
2022/6/14,0,107,Democratic Republic Of The Congo
2022/6/15,0,107,Democratic Republic Of The Congo
2022/6/16,0,107,Democratic Republic Of The Congo
2022/6/17,0,107,Democratic Republic Of The Congo
2022/6/18,0,107,Democratic Republic Of The Congo
2022/6/19,0,107,Democratic Republic Of The Congo
2022/6/20,0,107,Democratic Republic Of The Congo
2022/6/21,0,107,Democratic Republic Of The Congo
2022/6/22,0,107,Democratic Republic Of The Congo
2022/6/23,0,107,Democratic Republic Of The Congo
2022/6/24,0,107,Democratic Republic Of The Congo
2022/6/25,0,107,Democratic Republic Of The Congo
2022/6/26,0,107,Democratic Republic Of The Congo
2022/6/27,0,107,Democratic Republic Of The Congo
2022/6/28,0,107,Democratic Republic Of The Congo
2022/6/29,0,107,Democratic Republic Of The Congo
2022/6/30,0,107,Democratic Republic Of The Congo
2022/7/1,0,107,Democratic Republic Of The Congo
2022/7/2,0,107,Democratic Republic Of The Congo
2022/7/3,0,107,Democratic Republic Of The Congo
2022/7/4,0,107,Democratic Republic Of The Congo
2022/7/5,0,107,Democratic Republic Of The Congo
2022/7/6,0,107,Democratic Republic Of The Congo
2022/7/7,0,107,Democratic Republic Of The Congo
2022/7/8,0,107,Democratic Republic Of The Congo
2022/7/9,0,107,Democratic Republic Of The Congo
2022/7/10,0,107,Democratic Republic Of The Congo
2022/7/11,0,107,Democratic Republic Of The Congo
2022/7/12,0,107,Democratic Republic Of The Congo
2022/7/13,0,107,Democratic Republic Of The Congo
2022/7/14,0,107,Democratic Republic Of The Congo
2022/7/15,0,107,Democratic Republic Of The Congo
2022/7/16,0,107,Democratic Republic Of The Congo
2022/7/17,0,107,Democratic Republic Of The Congo
2022/7/18,0,107,Democratic Republic Of The Congo
2022/7/19,0,107,Democratic Republic Of The Congo
2022/7/20,0,107,Democratic Republic Of The Congo
2022/7/21,0,107,Democratic Republic Of The Congo
2022/7/22,0,107,Democratic Republic Of The Congo
2022/7/23,0,107,Democratic Republic Of The Congo
2022/7/24,0,107,Democratic Republic Of The Congo
2022/7/25,0,107,Democratic Republic Of The Congo
2022/7/26,0,107,Democratic Republic Of The Congo
2022/7/27,0,107,Democratic Republic Of The Congo
2022/7/28,56,163,Democratic Republic Of The Congo
2022/7/29,0,163,Democratic Republic Of The Congo
2022/7/30,0,163,Democratic Republic Of The Congo
2022/7/31,0,163,Democratic Republic Of The Congo
2022/8/1,0,163,Democratic Republic Of The Congo
2022/8/2,0,163,Democratic Republic Of The Congo
2022/8/3,0,163,Democratic Republic Of The Congo
2022/8/4,0,163,Democratic Republic Of The Congo
2022/8/5,0,163,Democratic Republic Of The Congo
2022/8/6,0,163,Democratic Republic Of The Congo
2022/8/7,32,195,Democratic Republic Of The Congo
2022/8/8,0,195,Democratic Republic Of The Congo
2022/8/9,0,195,Democratic Republic Of The Congo
2022/8/10,0,195,Democratic Republic Of The Congo
2022/8/11,0,195,Democratic Republic Of The Congo
2022/8/12,0,195,Democratic Republic Of The Congo
2022/8/13,0,195,Democratic Republic Of The Congo
2022/8/14,0,195,Democratic Republic Of The Congo
2022/8/15,0,195,Democratic Republic Of The Congo
2022/8/16,0,195,Democratic Republic Of The Congo
2022/8/17,0,195,Democratic Republic Of The Congo
2022/8/18,0,195,Democratic Republic Of The Congo
2022/8/19,0,195,Democratic Republic Of The Congo
2022/8/20,0,195,Democratic Republic Of The Congo
2022/8/21,0,195,Democratic Republic Of The Congo
2022/8/22,0,195,Democratic Republic Of The Congo
2022/8/23,0,195,Democratic Republic Of The Congo
2022/8/24,0,195,Democratic Republic Of The Congo
2022/8/25,0,195,Democratic Republic Of The Congo
2022/8/26,0,195,Democratic Republic Of The Congo
2022/8/27,0,195,Democratic Republic Of The Congo
2022/8/28,0,195,Democratic Republic Of The Congo
2022/8/29,0,195,Democratic Republic Of The Congo
2022/8/30,0,195,Democratic Republic Of The Congo
2022/8/31,0,195,Democratic Republic Of The Congo
2022/9/1,0,195,Democratic Republic Of The Congo
2022/9/2,0,195,Democratic Republic Of The Congo
2022/9/3,0,195,Democratic Republic Of The Congo
2022/9/4,0,195,Democratic Republic Of The Congo
2022/9/5,0,195,Democratic Republic Of The Congo
2022/9/6,0,195,Democratic Republic Of The Congo
2022/9/7,0,195,Democratic Republic Of The Congo
2022/9/8,0,195,Democratic Republic Of The Congo
2022/5/23,1,1,Denmark
2022/5/24,1,2,Denmark
2022/5/25,0,2,Denmark
2022/5/26,0,2,Denmark
2022/5/27,0,2,Denmark
2022/5/28,0,2,Denmark
2022/5/29,0,2,Denmark
2022/5/30,0,2,Denmark
2022/5/31,0,2,Denmark
2022/6/1,0,2,Denmark
2022/6/2,0,2,Denmark
2022/6/3,0,2,Denmark
2022/6/4,0,2,Denmark
2022/6/5,0,2,Denmark
2022/6/6,0,2,Denmark
2022/6/7,0,2,Denmark
2022/6/8,0,2,Denmark
2022/6/9,0,2,Denmark
2022/6/10,2,4,Denmark
2022/6/11,0,4,Denmark
2022/6/12,0,4,Denmark
2022/6/13,0,4,Denmark
2022/6/14,0,4,Denmark
2022/6/15,0,4,Denmark
2022/6/16,4,8,Denmark
2022/6/17,0,8,Denmark
2022/6/18,0,8,Denmark
2022/6/19,0,8,Denmark
2022/6/20,2,10,Denmark
2022/6/21,2,12,Denmark
2022/6/22,1,13,Denmark
2022/6/23,0,13,Denmark
2022/6/24,0,13,Denmark
2022/6/25,0,13,Denmark
2022/6/26,0,13,Denmark
2022/6/27,3,16,Denmark
2022/6/28,0,16,Denmark
2022/6/29,2,18,Denmark
2022/6/30,0,18,Denmark
2022/7/1,0,18,Denmark
2022/7/2,0,18,Denmark
2022/7/3,0,18,Denmark
2022/7/4,0,18,Denmark
2022/7/5,0,18,Denmark
2022/7/6,0,18,Denmark
2022/7/7,0,18,Denmark
2022/7/8,10,28,Denmark
2022/7/9,0,28,Denmark
2022/7/10,0,28,Denmark
2022/7/11,1,29,Denmark
2022/7/12,0,29,Denmark
2022/7/13,3,32,Denmark
2022/7/14,1,33,Denmark
2022/7/15,4,37,Denmark
2022/7/16,0,37,Denmark
2022/7/17,0,37,Denmark
2022/7/18,6,43,Denmark
2022/7/19,0,43,Denmark
2022/7/20,3,46,Denmark
2022/7/21,2,48,Denmark
2022/7/22,0,48,Denmark
2022/7/23,0,48,Denmark
2022/7/24,0,48,Denmark
2022/7/25,11,59,Denmark
2022/7/26,1,60,Denmark
2022/7/27,11,71,Denmark
2022/7/28,5,76,Denmark
2022/7/29,23,99,Denmark
2022/7/30,0,99,Denmark
2022/7/31,0,99,Denmark
2022/8/1,0,99,Denmark
2022/8/2,0,99,Denmark
2022/8/3,6,105,Denmark
2022/8/4,9,114,Denmark
2022/8/5,0,114,Denmark
2022/8/6,0,114,Denmark
2022/8/7,0,114,Denmark
2022/8/8,9,123,Denmark
2022/8/9,6,129,Denmark
2022/8/10,0,129,Denmark
2022/8/11,6,135,Denmark
2022/8/12,6,141,Denmark
2022/8/13,0,141,Denmark
2022/8/14,0,141,Denmark
2022/8/15,10,151,Denmark
2022/8/16,3,154,Denmark
2022/8/17,1,155,Denmark
2022/8/18,3,158,Denmark
2022/8/19,5,163,Denmark
2022/8/20,0,163,Denmark
2022/8/21,0,163,Denmark
2022/8/22,6,169,Denmark
2022/8/23,0,169,Denmark
2022/8/24,0,169,Denmark
2022/8/25,0,169,Denmark
2022/8/26,2,171,Denmark
2022/8/27,0,171,Denmark
2022/8/28,0,171,Denmark
2022/8/29,0,171,Denmark
2022/8/30,4,175,Denmark
2022/8/31,0,175,Denmark
2022/9/1,2,177,Denmark
2022/9/2,0,177,Denmark
2022/9/3,0,177,Denmark
2022/9/4,0,177,Denmark
2022/9/5,0,177,Denmark
2022/9/6,2,179,Denmark
2022/9/7,0,179,Denmark
2022/9/8,0,179,Denmark
2022/7/6,1,1,Dominican Republic
2022/7/7,0,1,Dominican Republic
2022/7/8,0,1,Dominican Republic
2022/7/9,0,1,Dominican Republic
2022/7/10,0,1,Dominican Republic
2022/7/11,0,1,Dominican Republic
2022/7/12,0,1,Dominican Republic
2022/7/13,0,1,Dominican Republic
2022/7/14,0,1,Dominican Republic
2022/7/15,0,1,Dominican Republic
2022/7/16,0,1,Dominican Republic
2022/7/17,0,1,Dominican Republic
2022/7/18,0,1,Dominican Republic
2022/7/19,0,1,Dominican Republic
2022/7/20,2,3,Dominican Republic
2022/7/21,0,3,Dominican Republic
2022/7/22,0,3,Dominican Republic
2022/7/23,0,3,Dominican Republic
2022/7/24,0,3,Dominican Republic
2022/7/25,0,3,Dominican Republic
2022/7/26,0,3,Dominican Republic
2022/7/27,0,3,Dominican Republic
2022/7/28,0,3,Dominican Republic
2022/7/29,0,3,Dominican Republic
2022/7/30,0,3,Dominican Republic
2022/7/31,0,3,Dominican Republic
2022/8/1,0,3,Dominican Republic
2022/8/2,0,3,Dominican Republic
2022/8/3,1,4,Dominican Republic
2022/8/4,0,4,Dominican Republic
2022/8/5,0,4,Dominican Republic
2022/8/6,0,4,Dominican Republic
2022/8/7,0,4,Dominican Republic
2022/8/8,0,4,Dominican Republic
2022/8/9,0,4,Dominican Republic
2022/8/10,1,5,Dominican Republic
2022/8/11,0,5,Dominican Republic
2022/8/12,0,5,Dominican Republic
2022/8/13,0,5,Dominican Republic
2022/8/14,0,5,Dominican Republic
2022/8/15,0,5,Dominican Republic
2022/8/16,0,5,Dominican Republic
2022/8/17,1,6,Dominican Republic
2022/8/18,0,6,Dominican Republic
2022/8/19,0,6,Dominican Republic
2022/8/20,0,6,Dominican Republic
2022/8/21,1,7,Dominican Republic
2022/8/22,0,7,Dominican Republic
2022/8/23,0,7,Dominican Republic
2022/8/24,2,9,Dominican Republic
2022/8/25,0,9,Dominican Republic
2022/8/26,0,9,Dominican Republic
2022/8/27,0,9,Dominican Republic
2022/8/28,0,9,Dominican Republic
2022/8/29,0,9,Dominican Republic
2022/8/30,0,9,Dominican Republic
2022/8/31,0,9,Dominican Republic
2022/9/1,0,9,Dominican Republic
2022/9/2,0,9,Dominican Republic
2022/9/3,0,9,Dominican Republic
2022/9/4,0,9,Dominican Republic
2022/9/5,0,9,Dominican Republic
2022/9/6,0,9,Dominican Republic
2022/9/7,0,9,Dominican Republic
2022/9/8,0,9,Dominican Republic
2022/7/6,1,1,Ecuador
2022/7/7,0,1,Ecuador
2022/7/8,0,1,Ecuador
2022/7/9,0,1,Ecuador
2022/7/10,0,1,Ecuador
2022/7/11,0,1,Ecuador
2022/7/12,0,1,Ecuador
2022/7/13,0,1,Ecuador
2022/7/14,0,1,Ecuador
2022/7/15,0,1,Ecuador
2022/7/16,0,1,Ecuador
2022/7/17,0,1,Ecuador
2022/7/18,0,1,Ecuador
2022/7/19,1,2,Ecuador
2022/7/20,0,2,Ecuador
2022/7/21,0,2,Ecuador
2022/7/22,0,2,Ecuador
2022/7/23,1,3,Ecuador
2022/7/24,0,3,Ecuador
2022/7/25,0,3,Ecuador
2022/7/26,0,3,Ecuador
2022/7/27,0,3,Ecuador
2022/7/28,0,3,Ecuador
2022/7/29,2,5,Ecuador
2022/7/30,0,5,Ecuador
2022/7/31,0,5,Ecuador
2022/8/1,0,5,Ecuador
2022/8/2,1,6,Ecuador
2022/8/3,0,6,Ecuador
2022/8/4,1,7,Ecuador
2022/8/5,0,7,Ecuador
2022/8/6,0,7,Ecuador
2022/8/7,0,7,Ecuador
2022/8/8,3,10,Ecuador
2022/8/9,0,10,Ecuador
2022/8/10,0,10,Ecuador
2022/8/11,6,16,Ecuador
2022/8/12,0,16,Ecuador
2022/8/13,0,16,Ecuador
2022/8/14,0,16,Ecuador
2022/8/15,0,16,Ecuador
2022/8/16,4,20,Ecuador
2022/8/17,0,20,Ecuador
2022/8/18,0,20,Ecuador
2022/8/19,0,20,Ecuador
2022/8/20,0,20,Ecuador
2022/8/21,0,20,Ecuador
2022/8/22,0,20,Ecuador
2022/8/23,15,35,Ecuador
2022/8/24,0,35,Ecuador
2022/8/25,0,35,Ecuador
2022/8/26,0,35,Ecuador
2022/8/27,16,51,Ecuador
2022/8/28,0,51,Ecuador
2022/8/29,0,51,Ecuador
2022/8/30,0,51,Ecuador
2022/8/31,0,51,Ecuador
2022/9/1,2,53,Ecuador
2022/9/2,0,53,Ecuador
2022/9/3,0,53,Ecuador
2022/9/4,0,53,Ecuador
2022/9/5,0,53,Ecuador
2022/9/6,6,59,Ecuador
2022/9/7,0,59,Ecuador
2022/9/8,0,59,Ecuador
2022/8/30,1,1,El Salvador
2022/8/31,0,1,El Salvador
2022/9/1,0,1,El Salvador
2022/9/2,0,1,El Salvador
2022/9/3,0,1,El Salvador
2022/9/4,0,1,El Salvador
2022/9/5,0,1,El Salvador
2022/9/6,0,1,El Salvador
2022/9/7,0,1,El Salvador
2022/9/8,0,1,El Salvador
2022/6/28,1,1,Estonia
2022/6/29,0,1,Estonia
2022/6/30,0,1,Estonia
2022/7/1,0,1,Estonia
2022/7/2,0,1,Estonia
2022/7/3,0,1,Estonia
2022/7/4,0,1,Estonia
2022/7/5,0,1,Estonia
2022/7/6,0,1,Estonia
2022/7/7,0,1,Estonia
2022/7/8,0,1,Estonia
2022/7/9,0,1,Estonia
2022/7/10,0,1,Estonia
2022/7/11,0,1,Estonia
2022/7/12,1,2,Estonia
2022/7/13,0,2,Estonia
2022/7/14,0,2,Estonia
2022/7/15,0,2,Estonia
2022/7/16,0,2,Estonia
2022/7/17,0,2,Estonia
2022/7/18,2,4,Estonia
2022/7/19,0,4,Estonia
2022/7/20,0,4,Estonia
2022/7/21,0,4,Estonia
2022/7/22,0,4,Estonia
2022/7/23,0,4,Estonia
2022/7/24,1,5,Estonia
2022/7/25,0,5,Estonia
2022/7/26,0,5,Estonia
2022/7/27,0,5,Estonia
2022/7/28,0,5,Estonia
2022/7/29,3,8,Estonia
2022/7/30,0,8,Estonia
2022/7/31,0,8,Estonia
2022/8/1,0,8,Estonia
2022/8/2,0,8,Estonia
2022/8/3,0,8,Estonia
2022/8/4,0,8,Estonia
2022/8/5,0,8,Estonia
2022/8/6,0,8,Estonia
2022/8/7,0,8,Estonia
2022/8/8,1,9,Estonia
2022/8/9,0,9,Estonia
2022/8/10,0,9,Estonia
2022/8/11,0,9,Estonia
2022/8/12,0,9,Estonia
2022/8/13,0,9,Estonia
2022/8/14,0,9,Estonia
2022/8/15,0,9,Estonia
2022/8/16,0,9,Estonia
2022/8/17,0,9,Estonia
2022/8/18,0,9,Estonia
2022/8/19,0,9,Estonia
2022/8/20,0,9,Estonia
2022/8/21,0,9,Estonia
2022/8/22,0,9,Estonia
2022/8/23,1,10,Estonia
2022/8/24,0,10,Estonia
2022/8/25,0,10,Estonia
2022/8/26,0,10,Estonia
2022/8/27,0,10,Estonia
2022/8/28,0,10,Estonia
2022/8/29,0,10,Estonia
2022/8/30,0,10,Estonia
2022/8/31,0,10,Estonia
2022/9/1,0,10,Estonia
2022/9/2,0,10,Estonia
2022/9/3,0,10,Estonia
2022/9/4,0,10,Estonia
2022/9/5,0,10,Estonia
2022/9/6,0,10,Estonia
2022/9/7,0,10,Estonia
2022/9/8,0,10,Estonia
2022/5/27,1,1,Finland
2022/5/28,0,1,Finland
2022/5/29,0,1,Finland
2022/5/30,0,1,Finland
2022/5/31,0,1,Finland
2022/6/1,0,1,Finland
2022/6/2,1,2,Finland
2022/6/3,0,2,Finland
2022/6/4,0,2,Finland
2022/6/5,0,2,Finland
2022/6/6,0,2,Finland
2022/6/7,0,2,Finland
2022/6/8,0,2,Finland
2022/6/9,1,3,Finland
2022/6/10,0,3,Finland
2022/6/11,0,3,Finland
2022/6/12,0,3,Finland
2022/6/13,0,3,Finland
2022/6/14,0,3,Finland
2022/6/15,0,3,Finland
2022/6/16,0,3,Finland
2022/6/17,1,4,Finland
2022/6/18,0,4,Finland
2022/6/19,0,4,Finland
2022/6/20,0,4,Finland
2022/6/21,0,4,Finland
2022/6/22,0,4,Finland
2022/6/23,0,4,Finland
2022/6/24,0,4,Finland
2022/6/25,0,4,Finland
2022/6/26,0,4,Finland
2022/6/27,0,4,Finland
2022/6/28,0,4,Finland
2022/6/29,0,4,Finland
2022/6/30,0,4,Finland
2022/7/1,0,4,Finland
2022/7/2,0,4,Finland
2022/7/3,0,4,Finland
2022/7/4,6,10,Finland
2022/7/5,0,10,Finland
2022/7/6,0,10,Finland
2022/7/7,0,10,Finland
2022/7/8,0,10,Finland
2022/7/9,0,10,Finland
2022/7/10,0,10,Finland
2022/7/11,3,13,Finland
2022/7/12,0,13,Finland
2022/7/13,0,13,Finland
2022/7/14,0,13,Finland
2022/7/15,0,13,Finland
2022/7/16,0,13,Finland
2022/7/17,0,13,Finland
2022/7/18,0,13,Finland
2022/7/19,0,13,Finland
2022/7/20,0,13,Finland
2022/7/21,0,13,Finland
2022/7/22,0,13,Finland
2022/7/23,0,13,Finland
2022/7/24,0,13,Finland
2022/7/25,0,13,Finland
2022/7/26,4,17,Finland
2022/7/27,0,17,Finland
2022/7/28,0,17,Finland
2022/7/29,0,17,Finland
2022/7/30,0,17,Finland
2022/7/31,0,17,Finland
2022/8/1,0,17,Finland
2022/8/2,0,17,Finland
2022/8/3,3,20,Finland
2022/8/4,2,22,Finland
2022/8/5,0,22,Finland
2022/8/6,0,22,Finland
2022/8/7,0,22,Finland
2022/8/8,0,22,Finland
2022/8/9,0,22,Finland
2022/8/10,0,22,Finland
2022/8/11,0,22,Finland
2022/8/12,0,22,Finland
2022/8/13,0,22,Finland
2022/8/14,0,22,Finland
2022/8/15,0,22,Finland
2022/8/16,0,22,Finland
2022/8/17,0,22,Finland
2022/8/18,0,22,Finland
2022/8/19,0,22,Finland
